Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
19746863,재고있음,17,http://dk.vestiairecollective.com/women-clothing/jackets/dolce-gabbana/black-wool-dolce-gabbana-jacket-19746863.shtml,2021-12-09,Women,Jackets,Clothing,Dolce \u0026 Gabbana,Very good condition,Wool,Black,"France, from the seller MytheresaXVestiaireCollective",46 IT,,,"Black wool jacket. Straight cut, single button closure. Two side pockets. Crochet details at the edges. Decorative strap at the back. Leopard print lining. Size 46 IT. Length 70cm, shoulders 42cm, chest 52cm. 75% wool, 17% nylon, 5% acetate, 3% elastane. Note: wool slightly peeled on the left shoulder.",£224.41,£224.41
19726706,재고있음,31,http://dk.vestiairecollective.com/women-clothing/coats/balenciaga/grey-cotton-balenciaga-coat-19726706.shtml,2021-12-09,Women,Coats,Clothing,Balenciaga,Very good condition,Cotton,Grey,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Long light gray coat. Snap button closure. Two large patch pockets with flaps one patch pocket on the chest. Long sleeves with press studs. Vertical seam detail. Detachable fur collar. Size 40IT, length 94cm. 75% cotton, 18% beaver fur, 5% cupro, 2% linen",£417.40,£417.40
19726701,재고있음,16,http://dk.vestiairecollective.com/women-shoes/ankle-boots/saint-laurent/metallic-leather-saint-laurent-ankle-boots-19726701.shtml,2021-12-08,Women,Others,Shoes,Saint Laurent,Good condition,Leather,Metallic,"France, from the seller MytheresaXVestiaireCollective",40 EU,,,"Silver leather ankle boots. Zipper. Round toe. Large heel. Size 40EU, heel 9.5cm. Note: Friction marks here and there. Color mark on the right heel. Patinated leather on the inside of the right shoe and on the back of the left shoe.",£210.94,£210.94
19726735,재고있음,24,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gucci/multicolour-cloth-gucci-ankle-boots-19726735.shtml,2021-12-08,Women,Others,Shoes,Gucci,Very good condition,Cloth,Multicolour,"France, from the seller MytheresaXVestiaireCollective",39 IT,,,Multicolored canvas slippers. Aged golden front buckle. Quilted lining. Put on some boots. Wool sole. Size 39IT. With dust bags.,£641.80,£641.80
19726366,재고있음,20,http://dk.vestiairecollective.com/women-shoes/ankle-boots/celine/black-leather-celine-ankle-boots-19726366.shtml,2021-12-08,Women,Buckled boots,Shoes,Celine,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",41 EU,,,"Buckle ankle boots in black leather. Pointed toe. silver buckles. Zip fastening on the front and buckle. Large heel. Size 41EU, heel 8cm. With box and dustbags. Note: traces of friction here and there on the leather. Fold marks.",£260.31,£260.31
19558590,재고있음,24,http://dk.vestiairecollective.com/women-clothing/dresses/louis-vuitton/black-synthetic-louis-vuitton-dress-19558590.shtml,2021-12-08,Women,Mini,Clothing,Louis Vuitton,Good condition,Synthetic,Black,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Bodycon mini dress in black stretch fabric with iron-on seams. Brown rubber zipper and pockets with monogram pattern. High collar, short sleeves. 38. Length 89cm. 72% polyamide, 28% elastane. Note: the iron-on patch is partially unstuck for about 3cm at the bottom of the zip.",£987.39,£987.39
19558630,재고있음,31,http://dk.vestiairecollective.com/women-shoes/heels/saint-laurent/black-cloth-saint-laurent-heels-19558630.shtml,2021-12-08,Women,Shoes,Heels,Saint Laurent,Never worn,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",39.5 EU,,,"ANAÏS pointed-toe pumps in black viscose grosgrain fabric. Covered conical heel, fabric and patent leather bow with gold metallic logo. With dustbag and box. 10cm heel. 39.5.",£421.88,£421.88
19558597,재고있음,12,http://dk.vestiairecollective.com/women-clothing/dresses/louis-vuitton/multicolour-wool-louis-vuitton-dress-19558597.shtml,2021-12-08,Women,Mini,Clothing,Louis Vuitton,Good condition,Wool,Multicolour,"France, from the seller MytheresaXVestiaireCollective",XS International,,,"Mini dress composed of a black mesh top and a white pleated skirt with blue, ivory and black monogram print. Unlined. 70% wool, 30% silk. 100% Polyester. XS. Length 96cm. Note: slight marks at the hem of the knit, probably due to the iron, label of the mark halfway unstitched.","£1,104.08","£1,104.08"
19561829,재고있음,27,http://dk.vestiairecollective.com/women-shoes/boots/jimmy-choo/black-suede-jimmy-choo-boots-19561829.shtml,2021-12-08,Women,Others,Shoes,Jimmy Choo,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",36.5 EU,,,"Black suede lace-up thigh high boots with gold details. Zipped closure on the side. 10cm heel. 36.5. With box. Note: slightly patinated suede at the base of both boots, slight marks on the outer soles.",£188.50,£188.50
19561611,재고있음,20,http://dk.vestiairecollective.com/women-clothing/jeans/dolce-gabbana/black-denim-jeans-dolce-gabbana-jeans-19561611.shtml,2021-12-08,Women,Slim,Clothing,Dolce \u0026 Gabbana,Very good condition,Denim - Jeans,Black,"France, from the seller MytheresaXVestiaireCollective",34 FR,,,"AUDREY GRAFFITI slim jeans in black twill denim. Accessories in silver metal, zip fastening, five pockets. 98% cotton, 2% elastane. Size tag: 38. Waist 34 cm, length 99 cm. Note: slight mark above the right pocket on the back.",£197.48,£197.48
19561497,재고있음,36,http://dk.vestiairecollective.com/women-shoes/trainers/stella-mccartney/white-vegan-leather-eclypse-stella-mccartney-trainers-19561497.shtml,2021-12-08,Women,Shoes,Trainers,Stella McCartney,Never worn,Vegan leather,White,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"ECLYPSE low-top lace-up trainers in white vegan leather with a signature rainbow pattern. Padded ankle, White and multicolored rubber sole. 37. With original box and dustbag.",£300.70,£300.70
18701297,재고있음,6,http://dk.vestiairecollective.com/women-shoes/heels/bottega-veneta/grey-suede-bottega-veneta-heels-18701297.shtml,2021-12-07,Women,Shoes,Heels,Bottega Veneta,Very good condition,Suede,Grey,"France, from the seller MytheresaXVestiaireCollective",39.5 IT,,,"High-heeled, open-toe pumps in taupe gray suede with a gold leather platform. Without packaging. 39.5. 14cm heel, 3cm sole. Note: slight tiny marks of friction on the leather here and there, marks of friction on the outer soles.",£224.41,£224.41
19603395,재고있음,32,http://dk.vestiairecollective.com/women-shoes/heels/jimmy-choo/silver-leather-jimmy-choo-heels-19603395.shtml,2021-12-07,Women,Shoes,Heels,Jimmy Choo,Very good condition,Leather,Silver,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Pointed toe pumps in silver leather and black suede with a sculptural silver brass heel. With dust bag. 37. 12cm heel. Note: resoled outer soles, slightly patinated toes, slight friction marks on the silver leather.",£125.67,£125.67
19603228,재고있음,42,http://dk.vestiairecollective.com/women-clothing/trench-coats/burberry/camel-cotton-burberry-trench-coat-19603228.shtml,2021-12-07,Women,Clothing,Trench coats,Burberry,Good condition,Cotton,Camel,"France, from the seller MytheresaXVestiaireCollective",8 UK,,,"Double breasted camel poplin trench coat with removable hood and quilted lining. Gold-tone metal collar hook and ribbon buckle at the waist and cuffs. Buttoned pockets. Signature tartan lining at the top of the back and under the collar. 100% cotton, 100% cotton lining, 100% polyester filling. United Kingdom 8. Length 87cm. Note: missing lining and hood trim, small light marks on a belt loop and at the bottom of the back.",£278.26,£278.26
18628909,재고있음,189,http://dk.vestiairecollective.com/women-bags/handbags/chanel/beige-leather-chanel-handbag-18628909.shtml,2021-12-07,Women,Shoulder bags,Bags,Chanel,Good condition,Leather,Beige,"France, from the seller MytheresaXVestiaireCollective",,,,"Shoulder bag in beige caviar leather. Dimensions: Height: 25 cm, width: 39 cm, depth: 11 cm. Year: 2014. Silver metal details, a snap button closure on the top, interior beige canvas lining, two interior flat pockets, one interior zipped pocket. Made in Italy. Storage odor. Marks visible inside. Slight marks on the outside and the corners. No box, no dustbag and no invoice. The data code is present. Authenticity card included.","£1,579.82","£1,579.82"
19426118,재고있음,105,http://dk.vestiairecollective.com/women-bags/handbags/loewe/blue-cloth-cushion-loewe-handbag-19426118.shtml,2021-12-06,Women,Shoulder bags,Bags,Loewe,Very good condition,Cloth,Blue,"France, from the seller MytheresaXVestiaireCollective",,,,CUSHION blue dodo tote. Navy blue leather trim. Ecru and blue jacquard. Two handles. Open bag with leather tie. Twill inside. One compartment with 4 patch pockets. Size 27x35cm.,"£1,180.38","£1,180.38"
19562348,재고있음,39,http://dk.vestiairecollective.com/women-clothing/jackets/isabel-marant/ecru-linen-isabel-marant-jacket-19562348.shtml,2021-12-04,Women,Cardi coats,Clothing,Isabel Marant,Very good condition,Linen,Ecru,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Ecru oversize cardi-coat. Shawl collar. One button closure. Two pockets with flap. Long sleeves. Size 38FR, length 92cm. 60% linen 40% wool. Note. Slight tiny colored mark on the right flap. Colored mark on the lining.g",£166.06,£166.06
19558488,재고있음,46,http://dk.vestiairecollective.com/women-clothing/dresses/givenchy/white-cotton-givenchy-dress-19558488.shtml,2021-12-03,Women,Mid-length,Clothing,Givenchy,Very good condition,Cotton,White,"France, from the seller MytheresaXVestiaireCollective",42 FR,,,"Mid-length white poplin shirt dress with long sleeves. Buttoned cuffs, self-tie belt, side seams with round slits. 78% cotton, 17% polyamide, 5% elastane. 42. Length 105cm. Note: slightly patinated collar facing.",£170.55,£170.55
19426004,재고있음,31,http://dk.vestiairecollective.com/women-clothing/jackets/chanel/burgundy-tweed-chanel-jacket-19426004.shtml,2021-12-03,Women,Suit jacket,Clothing,Chanel,Very good condition,Tweed,Burgundy,"France, from the seller MytheresaXVestiaireCollective",38 FR,,Vintage,"Burgundy tweed jacket. Spring summer 2002. Button fastening, four patch pockets, round neckline. Long sleeves. Size 38FR, length 50cm. Polyamide wool. Lining 100% silk. Note: without skirt.","£1,135.50","£1,135.50"
19426041,재고있음,8,http://dk.vestiairecollective.com/women-clothing/jackets/max-mara/beige-wool-max-mara-jacket-19426041.shtml,2021-12-03,Women,Jackets,Clothing,Max Mara,Very good condition,Wool,Beige,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Beige wool jacket. Button closure, three patch pockets, long sleeves. Size 38FR, length 63cm. Wool / Angora.",£394.96,£394.96
19426027,재고있음,25,http://dk.vestiairecollective.com/women-clothing/jackets/chanel/red-tweed-chanel-jacket-19426027.shtml,2021-12-03,Women,Suit jacket,Clothing,Chanel,Very good condition,Tweed,Red,"France, from the seller MytheresaXVestiaireCollective",38 FR,,Vintage,"Long open jacket in red tweed. Spring summer 2002. Braided braid finish around the neckline, the cuffs, the pockets and the bottom of the jacket. Four patch pockets. Long sleeves with three button finish. Lining 100% silk. Size 38FR, length 66cm. Wool / Acrylic and other fibers. Note: slight friction marks on the lining: cuffs, armholes.","£1,166.91","£1,166.91"
19560621,재고있음,6,http://dk.vestiairecollective.com/women-shoes/trainers/bottega-veneta/black-leather-bottega-veneta-trainers-19560621.shtml,2021-12-02,Women,Shoes,Trainers,Bottega Veneta,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",36.5 EU,,,"Black and white checkered leather shoes. Slip-on sneakers with elasticated straps. Large rubber sole. Size 36.5EU, sole 3cm. Note: Slight scuff marks on the outsole and on the insole. Slight crease mark.",£184.01,£184.01
19560597,재고있음,28,http://dk.vestiairecollective.com/women-shoes/ankle-boots/balenciaga/black-leather-balenciaga-ankle-boots-19560597.shtml,2021-12-02,Women,Others,Shoes,Balenciaga,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"Black leather ankle boots. Round toe. Zipper. Round heel with white logo print. Size 37EU, heel 9cm. With dust bag. Note: Slight scuff marks on the outsole. Slight crease mark. Slight traces of friction here and there.",£525.11,£525.11
19560351,재고있음,37,http://dk.vestiairecollective.com/women-shoes/heels/valentino-garavani/red-suede-valentino-garavani-heels-19560351.shtml,2021-12-02,Women,Shoes,Heels,Valentino Garavani,Never worn,Suede,Red,"France, from the seller MytheresaXVestiaireCollective",37.5 IT,,,"Red suede pump. Silver brass studs on the back. Pointed toe. Size 37.5IT, heel 8cm. With dust bag.",£201.97,£201.97
19560270,재고있음,37,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gianvito-rossi/white-cloth-gianvito-rossi-ankle-boots-19560270.shtml,2021-12-02,Women,Lace up,Shoes,Gianvito Rossi,Good condition,Cloth,White,"France, from the seller MytheresaXVestiaireCollective",37 EU,,,"White cloth ankle boots. Lace up with leather laces, pointed toe, lateral zip closure. Stiletto heels. Ribbed cloth. Leather inside. Size 37 Eu, heel 10cm. Note: Grey mark on the cloth at the left side of the right shoe. Marks on the left side and zip of the left shoe. Wear marks at the outsoles. Box, dustbag included.",£157.08,£157.08
19560187,재고있음,7,http://dk.vestiairecollective.com/women-shoes/ankle-boots/jimmy-choo/black-suede-jimmy-choo-ankle-boots-19560187.shtml,2021-12-02,Women,Open toe,Shoes,Jimmy Choo,Very good condition,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",36.5 EU,,,Black suede pumps. Gold metal hardware. Cage effect on the top with elastic in the center. Zip fastening at the back. Leather inside. Size 36.5cm. 11cm heel. Note: wear marks on the outer soles. Slight mark on the leather at the heel counter. Box and dustbag included.,£184.01,£184.01
19562522,재고없음,47,http://dk.vestiairecollective.com/women-shoes/heels/balenciaga/black-leather-balenciaga-heels-19562522.shtml,2021-12-02,Women,Shoes,Heels,Balenciaga,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,"Black leather pumps. Pointed toe with leather fringes and silver brass buckle. Square back. Size 38EU, heel 11.5cm. With box, dustbag and spare tips. Note: Slight little scuff mark on the inner side of the right shoe. Slight friction marks on the left heel.",Sold at £507.16,Sold at £507.16
