Reference,sold,좋아요,URL,Online since,Categories,Category,Sub-category,Designer,Condition,Material,Colour,Location,사이즈,크기,Style,Details_explanation,정상가,할인가
19921540,재고있음,25,http://dk.vestiairecollective.com/women-shoes/ankle-boots/dolce-gabbana/black-cloth-dolce-gabbana-ankle-boots-19921540.shtml,2021-12-21,Women,Others,Shoes,Dolce \u0026 Gabbana,Very good condition,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",37 IT,,,"Black canvas slip-on ankle boot. Golden embroidery with golden flowers and black rhinestones. With shoebox, dust bag and care instructions. Size: 37IT, heel: 10cm. Composition: fabric. Made in Italy. Note: wear mark on the outer sole.",£350.07,£350.07
19873479,재고있음,8,http://dk.vestiairecollective.com/women-jewellery/bag-charms/hermes/burgundy-leather-hermes-bag-charm-19873479.shtml,2021-12-21,Women,Jewellery,Bag charms,Hermès,Very good condition,Leather,Burgundy,"France, from the seller MytheresaXVestiaireCollective",,,,Round Swift leather bag charm. Dog design. Havana color. Aged silver chain closure. Circle size 4.3 cm. Total length 18cm. To note: slight trace of friction on the back,£215.43,£215.43
19873464,재고있음,8,http://dk.vestiairecollective.com/women-jewellery/bag-charms/hermes/brown-leather-hermes-bag-charm-19873464.shtml,2021-12-21,Women,Jewellery,Bag charms,Hermès,Very good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",,,,Round box leather bag charm. Beaver design. Burnt color. Silver chain closure. Circle size 4.3 cm. Total length 18cm. To note: slight trace of friction on the back,£215.43,£215.43
19873395,재고있음,89,http://dk.vestiairecollective.com/women-bags/handbags/fendi/beige-leather-kan-i-fendi-handbag-19873395.shtml,2021-12-21,Women,Shoulder bags,Bags,Fendi,Very good condition,Leather,Beige,"France, from the seller MytheresaXVestiaireCollective","Width 7.5 in, Height 5.9 in",,,KAN I shoulder bag in light pink scalloped leather. Light blue detail studded and embroidered with flowers. Silver metal finish. Front flap with push button closure. Two compartments with a patch pocket. Gray suede lining. Shoulder chain. Size15x19cm. With dust bag. Note: slight micro scratches on the metal parts. Slight little mark of glue at the bottom.,£821.33,£821.33
19873471,재고있음,4,http://dk.vestiairecollective.com/women-jewellery/bag-charms/hermes/white-leather-hermes-bag-charm-19873471.shtml,2021-12-21,Women,Jewellery,Bag charms,Hermès,Very good condition,Leather,White,"France, from the seller MytheresaXVestiaireCollective",,,,Round bag charm in Epsom leather. Deer design. White color. Silver chain closure. Circle size 4.3 cm. Total length 18cm. To note: patinated color,£215.43,£215.43
19873484,재고있음,7,http://dk.vestiairecollective.com/women-jewellery/bag-charms/hermes/brown-leather-hermes-bag-charm-19873484.shtml,2021-12-21,Women,Jewellery,Bag charms,Hermès,Very good condition,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",,,,Round box leather bag charm. Horse design. Burnt color. Silver chain closure. Circle size 4.3 cm. Total length 18cm. To note: slight trace of friction on the back,£215.43,£215.43
19873436,재고있음,59,http://dk.vestiairecollective.com/women-shoes/mules-clogs/gucci/black-leather-gucci-mules-clogs-19873436.shtml,2021-12-21,Women,Shoes,Mules \u0026 Clogs,Gucci,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,Quilted black leather mules. Round toe. Aged gold buckle. Wool sole. Size 40IT. With box and dustbags. Note: Slight tiny marks of friction on the leather. Friction marks on the insole.,£448.81,£448.81
19854377,재고있음,25,http://dk.vestiairecollective.com/women-shoes/ankle-boots/balenciaga/black-leather-balenciaga-ankle-boots-19854377.shtml,2021-12-21,Women,Buckled boots,Shoes,Balenciaga,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",36.5 EU,,,"Black leather ankle boots opening by side zipper and strap with silver buckle and press stud. Round toe and heel. Without packaging. Size: 36.5EU, heel 5cm. Composition: 100% leather. Made in Italy. A note: wear marks on the outer sole, slight scratches on the front and inside the back side",£350.07,£350.07
19921133,재고있음,121,http://dk.vestiairecollective.com/women-shoes/boots/saint-laurent/brown-leather-saint-laurent-boots-19921133.shtml,2021-12-20,Women,Riding boots,Shoes,Saint Laurent,Never worn,Leather,Brown,"France, from the seller MytheresaXVestiaireCollective",39.5 EU,,,"Riding boots in brown leather. Round toe, topstitching details. Leather inside. Size 39.5, heel 11cm, bootleg height 39cm, bootleg width 20cm. Note: very slight traces of storage. Dust bag included.",£884.16,£884.16
19854487,재고있음,390,http://dk.vestiairecollective.com/women-bags/handbags/fendi/black-leather-peekaboo-fendi-handbag-19854487.shtml,2021-12-17,Women,Handbags,Bags,Fendi,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective","Width 8.7 in, Height 6.7 in",,,"Peekaboo\"" handbag in light pink leather with a clasp on both sides. One handle. Two separate interior compartments with an interior zippered pocket and a flat pocket. Golden hardware. Adjustable and removable shoulder strap. Made in Italy. Tags, rain cover, dustbag. Size : W 22  cm x H 17 cm x D 11 cm. To note : Little storage damage on the clasps.","£2,006.19","£2,006.19"
19878500,재고있음,24,http://dk.vestiairecollective.com/men-clothing/knitwear-sweatshirts/balmain/multicolour-wool-balmain-knitwear-sweatshirt-19878500.shtml,2021-12-16,Men,Others,Clothing,Balmain,Very good condition,Wool,Multicolour,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Monogrammed cardigan. Stripes on the edges (the gray stripe is speckled with freckles). Button closure. 2 side pockets. Badge on the chest. Size S, length 93cm. 55% wool, 40% linen, 5% polyamide. Made in France.",£686.68,£686.68
19854766,재고있음,61,http://dk.vestiairecollective.com/women-shoes/ankle-boots/chloe/camel-leather-harper-chloe-ankle-boots-19854766.shtml,2021-12-16,Women,Lace up,Shoes,Chloé,Very good condition,Leather,Camel,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,"Harper mid-calf ankle boots in camel calfskin with a mid-high stacked square heel. Round toe. Lace-up ribbon at the back, wraparound closure. Open with an interior zipper. Leather inside. Size 38 Eu, heel 7cm. Made in Italy. Note: slight marks on the leather, wear marks on the soles. Dust bag included.",£224.41,£224.41
19854700,재고있음,28,http://dk.vestiairecollective.com/women-shoes/ankle-boots/bottega-veneta/black-leather-bottega-veneta-ankle-boots-19854700.shtml,2021-12-16,Women,Lace up,Shoes,Bottega Veneta,Never worn,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",38 EU,,,"Black calfskin lace up boots. Fur inside. Intrecciato details at the sides. Tab at the back. Rubber soles. Size 38 Eu, heel 4cm. Made in italy. Box, dustbag, laces included.",£825.82,£825.82
19768593,재고있음,26,http://dk.vestiairecollective.com/women-shoes/heels/chanel/black-cloth-chanel-heels-19768593.shtml,2021-12-16,Women,Shoes,Heels,Chanel,Good condition,Cloth,Black,"France, from the seller MytheresaXVestiaireCollective",37.5 EU,,,"Black open-toe platform, quilted satin effect with mother-of-pearl studs and adjustable buckle strap. Without packaging. Size: Estimate 37.5EU, insole: 24cm. Composition: fabric. Made in Italy. Note: normal wear on the rear left corner, three studs missing, wear and tear on the insole and outsole peeled off.",£170.55,£170.55
19855624,재고있음,39,http://dk.vestiairecollective.com/women-clothing/dresses/balmain/black-cotton-balmain-dress-19855624.shtml,2021-12-15,Women,Maxi,Clothing,Balmain,"Never worn, with tag",Cotton,Black,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Maxi dress. Sleeveless, V-neck. Crystal decorations. Zip fastening at the back. Size 38 Fr, length 163cm. 100% CUPRO.",£408.42,£408.42
19853773,재고있음,22,http://dk.vestiairecollective.com/women-clothing/jackets/the-row/grey-viscose-the-row-jacket-19853773.shtml,2021-12-15,Women,Cardi coats,Clothing,The Row,Very good condition,Viscose,Grey,"France, from the seller MytheresaXVestiaireCollective",8 US,,,"Long cardigan. Dark gray / light gray speckled. No front closure, belt and belt loops. Raw edges. 2 side pockets. Size 8 Us, length 146cm. 81% viscose, 19% polyamide. Made in the USA.",£902.11,£902.11
19853681,재고있음,13,http://dk.vestiairecollective.com/women-clothing/jackets/stella-mccartney-pour-adidas/black-polyester-stella-mccartney-pour-adidas-jacket-19853681.shtml,2021-12-15,Women,Jackets,Clothing,Stella McCartney Pour Adidas,Never worn,Polyester,Black,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Adidas sports jacket by Stella McCartney. Zipped front pockets. Adjustable hood. Elastic cuffs. 3D leopard detail at the bottom of the yoke. This jacket can be worn as a backpack with the elasticated logo-print suspenders on the inside. Size S, length 55cm. 100% Polyester.",£152.60,£152.60
19768568,재고있음,45,http://dk.vestiairecollective.com/women-clothing/jeans/saint-laurent/black-cotton-elasthane-saint-laurent-jeans-19768568.shtml,2021-12-15,Women,Slim,Clothing,Saint Laurent,"Never worn, with tag",Cotton - elasthane,Black,"France, from the seller MytheresaXVestiaireCollective",28 US,,,"High-waisted, slim-fit black jeans with front zip fly and metallic brass button. Two front pockets and two patch pockets on the back. light use wear effect. With tag. Size: 28US. Dimensions: 107cm long and 35cm wide. Composition: 98% cotton and 2% elastane. Made in Italy.",£125.67,£125.67
19768529,재고있음,20,http://dk.vestiairecollective.com/women-clothing/dresses/valentino-garavani/multicolour-silk-valentino-garavani-dress-19768529.shtml,2021-12-15,Women,Maxi,Clothing,Valentino Garavani,Very good condition,Silk,Multicolour,"France, from the seller MytheresaXVestiaireCollective",38 IT,,,"Mid-length dress with buttoned opening at the front and a patch pocket. Short sleeves, tropical print and solid blue lining. Size: 38IT. Dimension: length 126cm. Composition: 100% silk. Made in Italy. Note: slight signs of wear on the lining.",£278.26,£278.26
19768526,재고있음,16,http://dk.vestiairecollective.com/women-clothing/coats/valentino-garavani/multicolour-viscose-valentino-garavani-coat-19768526.shtml,2021-12-15,Women,Coats,Clothing,Valentino Garavani,Very good condition,Viscose,Multicolour,"France, from the seller MytheresaXVestiaireCollective",42 IT,,,"Long coat with front opening by gold press studs and frogs. Long sleeves, side seam pockets and plain beige lining. Size: 42IT. Dimensions: length 105 cm. Composition: 37% Viscose, 16% Acrylic, 15% Polyester and Others, Lining: 100% Polyester. Made in Italy.",£789.91,£789.91
19768520,재고있음,25,http://dk.vestiairecollective.com/women-clothing/coats/moncler/black-synthetic-moncler-coat-19768520.shtml,2021-12-15,Women,Puffer,Clothing,Moncler,Very good condition,Synthetic,Black,"France, from the seller MytheresaXVestiaireCollective",1 0-5,,,"Reversible puffer jacket, black pattern on the first side and floral pattern on the second side. Light gold hardware, front zip opening and two zipped pockets on the outside and inside. Drawstring at the hem and ribbing at the collar and cuffs. Size: 1 Moncler, S international. Dimensions: 56cm in length. Material: 100% nylon. To note: slight stains on the sleeves",£242.36,£242.36
19560464,재고있음,10,http://dk.vestiairecollective.com/women-shoes/ankle-boots/isabel-marant/black-leather-isabel-marant-ankle-boots-19560464.shtml,2021-12-15,Women,Buckled boots,Shoes,Isabel Marant,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",35 EU,,,"Black ankle boots ALEEN. Long knotted studded leather band. Main boots in leather and suede. Size 35FR, heel 10.5cm. Note: Friction marks on the outsole and heels.",£184.01,£184.01
19292886,재고있음,42,http://dk.vestiairecollective.com/women-clothing/coats/celine/grey-cashmere-celine-coat-19292886.shtml,2021-12-15,Women,Coats,Clothing,Celine,Very good condition,Cashmere,Grey,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Long gray cashmere coat, two patch pockets with flaps, flap at the back. Size 38FR, length 98cm. Without belt.",£938.02,£938.02
19292815,재고있음,27,http://dk.vestiairecollective.com/women-clothing/coats/givenchy/multicolour-fur-givenchy-coat-19292815.shtml,2021-12-15,Women,Coats,Clothing,Givenchy,Very good condition,Fur,Multicolour,"France, from the seller MytheresaXVestiaireCollective",34 FR,,,"Goat fur coat? White with black dots. Classic collar, long sleeves. Hooks closure at the front. Size 34 Fr, length 104cm. 100% Goat, lining 100% Viscose.",£381.49,£381.49
19270906,재고있음,39,http://dk.vestiairecollective.com/women-clothing/dresses/fendi/black-cashmere-fendi-dress-19270906.shtml,2021-12-15,Women,Mini,Clothing,Fendi,Very good condition,Cashmere,Black,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Mini flared dress in black wool knit with ruffle details and navy blue edges. Round neck, long sleeves. 90% cashmere, 1% elastane, other fibers. 40. Length 94cm. A note: pilling fabric here or there especially in the middle of the back, slightly patinated edge of the collar, yellowed label of the brand, label of past composition.",£439.84,£439.84
19792221,재고있음,114,http://dk.vestiairecollective.com/women-clothing/coats/acne-studios/navy-cashmere-acne-studios-coat-19792221.shtml,2021-12-15,Women,Coats,Clothing,Acne Studios,Good condition,Cashmere,Navy,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Long navy blue cashmere coat. Two button closure with belt. Long sleeves. Two patch pockets; Split back. Estimated size S, length 110cm. Cashmere esteemed. Warning: no tags. Friction marks here and there. Friction color label.",£291.73,£291.73
19769232,재고있음,44,http://dk.vestiairecollective.com/women-clothing/tops/balenciaga/black-cotton-balenciaga-top-19769232.shtml,2021-12-15,Women,Camisoles,Clothing,Balenciaga,Very good condition,Cotton,Black,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,Black and white transparent camisole with a 3D effect latex checkered pattern. Round collar. Made in Italy. 100% cotton.,£170.55,£170.55
19769296,재고있음,25,http://dk.vestiairecollective.com/women-clothing/coats/golden-goose/brown-faux-fur-golden-goose-coat-19769296.shtml,2021-12-15,Women,Coats,Clothing,Golden Goose,Never worn,Faux fur,Brown,"France, from the seller MytheresaXVestiaireCollective",S International,,,"Brown faux fur hooded coat with three \""brandenburg\"" leather buttons and braided drawstrings. Two invisible side pockets. Black lining with tone-on-tone printed logo. Size: S International. Made in Italy. Composition: 100% polyester - Lining: 64% polyester - 36% cupro.",£305.19,£305.19
19769212,재고있음,32,http://dk.vestiairecollective.com/women-clothing/jackets/saint-laurent/silver-leather-saint-laurent-jacket-19769212.shtml,2021-12-15,Women,Jackets,Clothing,Saint Laurent,Very good condition,Leather,Silver,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,Silver lamb leather sleeveless jacket. Silver multiple zippers and eyelet belt. Snap fasteners. Black lining with two patch pocket inside. Made in Italy. Composition : lamb leather - 55 % cupro - 45 % cotton. 100 %  Size : 36 FR. Dimension : L 54 cm. To note : Little snag on the front.,£408.42,£408.42
19792130,재고있음,26,http://dk.vestiairecollective.com/women-clothing/jackets/dolce-gabbana/black-wool-dolce-gabbana-jacket-19792130.shtml,2021-12-15,Women,Blazers,Clothing,Dolce \u0026 Gabbana,Very good condition,Wool,Black,"France, from the seller MytheresaXVestiaireCollective",48 IT,,,"Black wool blazer. Shawl collar with textured baroque pattern and velvet finish. Two button closure. Two pockets with flap in textured fabric and velvet finish. One breast pocket. Two slits at the back. Size 48IT, length 76cm. 83% wool 9% polyester 8% other fibers.",£210.94,£210.94
19747484,재고있음,18,http://dk.vestiairecollective.com/women-clothing/jackets/burberry/black-wool-burberry-jacket-19747484.shtml,2021-12-15,Women,Blazers,Clothing,Burberry,Very good condition,Wool,Black,"France, from the seller MytheresaXVestiaireCollective",6 UK,,,"Black straight blazer with color and lapels. Two flap pockets and button placket at the bottom of the sleeves. Checkered print lining and double slit at the back. Size: 6UK / 38IT. Dimension: 53cm in length. Composition: 43% virgin wool, 42% cotton. Lining: 50% viscose, 40% cupro. Don'ts: wear marks on the collar and buttons.",£242.36,£242.36
19747163,재고있음,11,http://dk.vestiairecollective.com/women-clothing/tops/prada/grey-polyester-prada-top-19747163.shtml,2021-12-15,Women,Blouses,Clothing,Prada,"Never worn, with tag",Polyester,Grey,"France, from the seller MytheresaXVestiaireCollective",40 IT,,,"Pearl gray satin-effect blouse. Short sleeves. White lace on the sleeves and on the bottom of the top. Round neck and shoulder closure with three buttons on both sides. Zipper on the left. Lightweight, slightly transparent fabric. Tag and additional button. Size: 40 IT. Dimension: 45 Length. Composition: 100% polyester. Note: the label is unstitched on one side.",£166.06,£166.06
19726559,재고있음,76,http://dk.vestiairecollective.com/women-clothing/knitwear/isabel-marant/beige-wool-isabel-marant-knitwear-19726559.shtml,2021-12-15,Women,Jumper,Clothing,Isabel Marant,Very good condition,Wool,Beige,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,Beige jersey sweater with herringbone pattern on the front and cuffs. Button placket on the shoulders with three black buttons on both sides. Cable knit on the sleeves. 89% wool - 4% linen - polyamide / polyester / elastane. Label. Made in Italy. Dimension: L 60 cm. Size: 36 FR.,£134.64,£134.64
19746814,재고있음,37,http://dk.vestiairecollective.com/women-clothing/knitwear/chanel/black-cashmere-chanel-knitwear-19746814.shtml,2021-12-15,Women,Cardigans,Clothing,Chanel,Very good condition,Cashmere,Black,"France, from the seller MytheresaXVestiaireCollective",40 FR,,,"Twin set in black cashmere, camisole cardigan from 2002. Beige and white double C and fringe details on the edges. Cardigan: long sleeves, four front pockets, slits at the cuffs. No closure. Size 40 length 55cm. Camisole: Double C details on the straps, round neck. Size 40 length 49cm. Made in UK.","£1,373.37","£1,373.37"
19726669,재고있음,61,http://dk.vestiairecollective.com/women-clothing/coats/moncler/yellow-polyester-moncler-coat-19726669.shtml,2021-12-15,Women,Puffer,Clothing,Moncler,Very good condition,Polyester,Yellow,"France, from the seller MytheresaXVestiaireCollective",2 0-5,,,"Short yellow down jacket with hood and elasticated waistband. Zipped front closure and two zipped pockets. Elasticated tightening straps on the hood. Logo embossed on one side. Fully lined. Composition 100% polyester. Filling: 90% down, 10% feather. Dimension: 65 cm in length. Size 2 (M international).",£255.82,£255.82
19769114,재고있음,32,http://dk.vestiairecollective.com/women-shoes/boots/roger-vivier/black-suede-roger-vivier-boots-19769114.shtml,2021-12-14,Women,Others,Shoes,Roger Vivier,Never worn,Suede,Black,"France, from the seller MytheresaXVestiaireCollective",35 IT,,,Black suede boots with leather inserts. Lined with leather. Made in Italy. Size: 35 IT.,£228.89,£228.89
19792200,재고있음,33,http://dk.vestiairecollective.com/women-bags/handbags/bottega-veneta/black-leather-bottega-veneta-handbag-19792200.shtml,2021-12-14,Women,Handbags,Bags,Bottega Veneta,Fair condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective","Width 11.8 in, Height 15.7 in",,,Black leather intrecciato tote handbag. Zipped closure. Two brown leather handles. Aged gold toned metal finish. Main compartment with a zipped pocket and a phone pocket.  Beige suede lining. Size 40x30cm. With dustbag. Pleas note: patinated corners and handles.Friction marks on the bottom. Slight colored mark on the bottom front. Colored and patinated lining.,£233.38,£233.38
19792252,재고있음,26,http://dk.vestiairecollective.com/women-shoes/ankle-boots/givenchy/black-leather-givenchy-ankle-boots-19792252.shtml,2021-12-14,Women,Biker boots,Shoes,Givenchy,Good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",36 EU,,,Studded black leather ankle boots. Almond toe. Front closure with buckles and straps. Silver metal finish. Size 36EU. With box and dustbag. Warning: traces of friction on the toe. Fold marks. Patinated closure. Resole shoes.,£368.03,£368.03
19792066,재고있음,49,http://dk.vestiairecollective.com/women-bags/handbags/christian-dior/red-leather-christian-dior-handbag-19792066.shtml,2021-12-14,Women,Handbags,Bags,Dior,Fair condition,Leather,Red,"France, from the seller MytheresaXVestiaireCollective","Width 12.6 in, Height 11.8 in",,,"Granville bag in red leather. Lamb. Two handles, three compartments, one of which is zipped. Zipped pocket inside with flat pockets. Adjustable and removable shoulder strap. Letter logo charms on the handle. Five feet. Size 30x32cm. Warning: traces of friction here and there on the leather. Patinated corners, handles and closure. Slight scratches under the bag. Strap damaged on the edges.",£534.09,£534.09
19792042,재고있음,37,http://dk.vestiairecollective.com/women-shoes/ballet-flats/christian-louboutin/black-patent-leather-christian-louboutin-ballet-flats-19792042.shtml,2021-12-14,Women,Shoes,Ballet flats,Christian Louboutin,Very good condition,Patent leather,Black,"France, from the seller MytheresaXVestiaireCollective",36 EU,,,Black Siouxsie mesh ballerinas. Round toe. Front and back in patent leather. Front with studs. Size 36EU. With box and dustbag. Note: traces of friction on the outer sole not visible when worn,£143.62,£143.62
19791268,재고있음,28,http://dk.vestiairecollective.com/women-shoes/heels/bottega-veneta/black-leather-bottega-veneta-heels-19791268.shtml,2021-12-14,Women,Shoes,Heels,Bottega Veneta,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",38.5 EU,,,"Black / beige leather pumps. Cut out the details. Pointed toe. Covered heels. Leather inside. Size 38.5 EU, heel 10cm. No packaging, made in Italy. Note: Never worn but very slight marks on the leather.",£125.67,£125.67
19791253,재고있음,71,http://dk.vestiairecollective.com/women-shoes/ankle-boots/dior/beige-suede-dior-ankle-boots-19791253.shtml,2021-12-14,Women,Biker boots,Shoes,Dior,Very good condition,Suede,Beige,"France, from the seller MytheresaXVestiaireCollective",35 EU,,,"Beige suede biker boots. Gold CD buckles on the side strap. Round toe. 2 zippers inside. Leather lining. Size 35, heel 4cm. Box and dustbag included.",£350.07,£350.07
19791305,재고있음,149,http://dk.vestiairecollective.com/women-bags/handbags/chanel/yellow-exotic-leathers-boy-chanel-handbag-19791305.shtml,2021-12-14,Women,Shoulder bags,Bags,Chanel,Good condition,Exotic leathers,Yellow,"France, from the seller MytheresaXVestiaireCollective",,"Width 7.9 in, Height 4.7 in",,"Small Boy shoulder bag from 2012. Yellow leather and shagreen. Leather strap and chain on the top. Flap with CC clasp. gray fabric inside. Hologram inside. Height 12cm, width 20cm. Note: Wear marks on all leather parts especially the corners. Marks under the flap. Inside OK. No packaging.","£2,513.35","£2,513.35"
19769624,재고있음,24,http://dk.vestiairecollective.com/women-shoes/ankle-boots/gianvito-rossi/green-suede-gianvito-rossi-ankle-boots-19769624.shtml,2021-12-14,Women,Others,Shoes,Gianvito Rossi,Very good condition,Suede,Green,"France, from the seller MytheresaXVestiaireCollective",37.5 EU,,,"Green suede ankle boots. Side zip fastening, round toe. Covered heel. Leather inside. Size 37.5 EU, heels 8cm. Note: very slight marks on the suede. Wear marks on the outer soles. No packaging.",£188.50,£188.50
19483716,재고있음,8,http://dk.vestiairecollective.com/women-shoes/ankle-boots/saint-laurent/black-exotic-leathers-saint-laurent-ankle-boots-19483716.shtml,2021-12-13,Women,Others,Shoes,Saint Laurent,Very good condition,Exotic leathers,Black,"France, from the seller MytheresaXVestiaireCollective",34 EU,,,"Black exotic leather ankle boots. Size: 39. Estimated python. Side zip closure, leather insoles, leather outsoles which are worn. Made in Italy. No box, no dustbag and no invoice. Some scratches and marks on the heels. The pointed toe is slightly patinated.",£300.70,£300.70
19747124,재고있음,24,http://dk.vestiairecollective.com/women-clothing/jackets/celine/brown-cashmere-celine-jacket-19747124.shtml,2021-12-13,Women,Others,Clothing,Celine,Fair condition,Cashmere,Brown,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,Khaki hooded coat. Two patch pockets and white drawstrings on the hood. No lining. Gold hardware and invisible front zip. Black braid on the details. Size: 38 FR. Dimension: L 64 cm. Made in Italy. Note: Moth holes on the front and left sleeve.,£632.83,£632.83
19747207,재고있음,62,http://dk.vestiairecollective.com/women-accessories/purses-wallets-cases/celine/black-leather-celine-purse-19747207.shtml,2021-12-13,Women,Card wallets,Accessories,Celine,Very good condition,Leather,Black,"France, from the seller MytheresaXVestiaireCollective",,"Width 4.3 in, Height 2.8 in",,"Card holder. Black with white details. Top strap with snap closure. 5 compartments. Height 7cm, width 11cm. 100% leather. Packaging: dustbag, box, labels.",£291.73,£291.73
19726639,재고있음,62,http://dk.vestiairecollective.com/women-bags/travel-bags/louis-vuitton/brown-cloth-louis-vuitton-travel-bag-19726639.shtml,2021-12-13,Women,"Vanity cases, toilet bags",Bags,Louis Vuitton,Very good condition,Cloth,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 16.1 in, Height 10.2 in",Vintage,"Vintage (2006) \""CARRYALL\"" brown travel bag with monogram canvas. Two side pockets and two handles. One main compartment with a patch pocket. Textile lining. Metallic parts in shiny gold color, zipper and padlockable closure. Padlock and card holder. Five protective feet. Dimension: 41 cm W x 26 cm H x 23 cm P. Rubbed corners and slight signs of wear on the light leather. Made in France.",£762.98,£762.98
19747586,재고있음,9,http://dk.vestiairecollective.com/women-bags/handbags/chanel/brown-fur-chanel-handbag-19747586.shtml,2021-12-10,Women,Totes,Bags,Chanel,Good condition,Fur,Brown,"France, from the seller MytheresaXVestiaireCollective","Width 10.6 in, Height 13.4 in",,Vintage,Brown rabbit fur tote bag. Year 2000. Black suede logo in the middle of the front. Two handles. Open top with a compartment. Zipped pocket inside. Zipped wallet in fur attached to the inside. Bottom in black suede. Black grosgrain lining. Size 34x27cm. Note: Rubbing mark on the back of the bag. Peeled skin. Slight friction marks on the handles.,"£1,256.68","£1,256.68"
19747385,재고없음,273,http://dk.vestiairecollective.com/women-bags/handbags/gucci/brown-cloth-ophidia-zip-around-camera-gucci-handbag-19747385.shtml,2021-12-10,Women,Crossbody bags,Bags,Gucci,Very good condition,Cloth,Brown,"France, from the seller MytheresaXVestiaireCollective",,"Width 10.2 in, Height 7.5 in",,"\""Ophidia\"" handbag in monogram canvas and brown leather finishes. Green and red ribbon with double \""GG\"" on the front. Golden hardware and removable shoulder strap. A compartment with a zipped pocket and a patch pocket. Packaging: dust bag. Dimensions: 19X26cm. Composition: fabric and leather. Made in Italy.","Sold at £1,000.85","Sold at £1,000.85"
19498672,재고있음,78,http://dk.vestiairecollective.com/women-clothing/coats/prada/multicolour-fur-prada-coat-19498672.shtml,2021-12-10,Women,Coats,Clothing,Prada,Never worn,Fur,Multicolour,"France, from the seller MytheresaXVestiaireCollective",44 IT,,,"Short double breasted wool felt coat in ecru wool felt with multicolored tartan pattern. Fox fur cuffs in shades of white and gray. Tie belt, side seam pocket, lined sleeves. 100% fox fur, 100% wool. 44. Length 81cm.","£1,108.57","£1,108.57"
19498651,재고있음,26,http://dk.vestiairecollective.com/women-bags/handbags/loewe/yellow-leather-loewe-handbag-19498651.shtml,2021-12-10,Women,Crossbody bags,Bags,Loewe,Never worn,Leather,Yellow,"France, from the seller MytheresaXVestiaireCollective",,"Width 4.3 in, Height 7.5 in",,"2020, GATE POCKET shoulder bag in pale yellow leather with adjustable shoulder strap in camel leather and golden brass details. Magnetic closure. Back credit card pocket. Lining in the same tone. 19x11cm. With box and dustbag.",£637.31,£637.31
19456830,재고있음,24,http://dk.vestiairecollective.com/women-clothing/jackets/max-mara/black-polyester-max-mara-jacket-19456830.shtml,2021-12-10,Women,Suit jacket,Clothing,Max Mara,Very good condition,Polyester,Black,"France, from the seller MytheresaXVestiaireCollective",36 FR,,,"Twin-set black. Zipped jacket, Mandarin collar, black long-sleeved straight skirt with topstitching cutouts, side zip fastening. Size 36FR, jacket length 50cm, skirt length 61cm waist 34cm. Triacetate / polyester. Note: thread drawn on the middle back of the jacket and on the middle front of the skirt.",£152.60,£152.60
19746822,재고있음,45,http://dk.vestiairecollective.com/women-clothing/jackets/chanel/navy-tweed-chanel-jacket-19746822.shtml,2021-12-09,Women,Blazers,Clothing,Chanel,Very good condition,Tweed,Navy,"France, from the seller MytheresaXVestiaireCollective",38 FR,,,"Navy / black tweed blazer. Classic collar, long sleeves, button fastening on the front, small pockets on the sides. Folded and buttoned at the cuffs. Black silk lining. Chain at the bottom of the lining. Size 38 Fr, length 55cm, chest 45cm, shoulders 38cm. 51% polyamide, 32% wool, 15% cotton, 2% viscose. Made in France.","£1,315.02","£1,315.02"
19746795,재고있음,50,http://dk.vestiairecollective.com/women-clothing/knitwear/burberry/black-cotton-burberry-knitwear-19746795.shtml,2021-12-09,Women,Sweatshirts,Clothing,Burberry,Very good condition,Cotton,Black,"France, from the seller MytheresaXVestiaireCollective",M International,,,"Flag embroidered hoodie in black cotton featuring a drawstring hood, long sleeves, ribbed hem and cuffs, kangaroo pocket, dropped shoulder effect and relaxed fit. Size M, length 64cm.",£139.13,£139.13
